movieId,title,combined_features
137863,Dragon Ball Z: Resurrection of F,action adventure animation fantasy action adventure animation fantasy  
138036,The Man from U.N.C.L.E.,action adventure comedy action adventure comedy slick stylish 
138186,Sorrow,crime drama horror crime drama horror  
138204,7 Days in Hell,comedy comedy  
138208,The Walk,adventure drama thriller adventure drama thriller  
138210,13 Hours,drama drama  
138396,There Will Come a Day,comedy drama comedy drama  
138546,The Opposite Sex,comedy comedy  
138610,The Gallows,horror thriller horror thriller  
138632,Tokyo Tribe,action crime drama sci-fi action crime drama sci-fi  
138702,Feast,animation children comedy drama romance animation children comedy drama romance  
138798,Joe Dirt 2: Beautiful Loser,comedy comedy  
138835,Return to Treasure Island,adventure animation comedy adventure animation comedy  
138966,Nasu: Summer in Andalusia,animation animation  
139052,Dark Places,drama mystery thriller drama mystery thriller  
139130,Afro Samurai,action adventure animation drama fantasy action adventure animation drama fantasy  
139157,Massu Engira Maasilamani,comedy horror thriller comedy horror thriller  
139385,The Revenant,adventure drama adventure drama leonardo dicarpio survival tom hardy visually appealing cinematography visually appealing visually striking 
139415,Irrational Man,crime drama crime drama  
139511,Exte: Hair Extensions,horror horror  
139640,Ooops! Noah is Gone...,animation animation  
139642,Southpaw,action drama action drama  
139644,Sicario,crime drama mystery crime drama mystery atmospheric tension 
139655,Goodnight Mommy (Ich seh ich seh),drama fantasy horror thriller drama fantasy horror thriller  
139717,10 Cent Pistol,crime thriller crime thriller  
139747,Before We Go,romance romance  
139855,Anomalisa,animation comedy fantasy animation comedy fantasy  
139857,Colonia,thriller thriller  
139859,Ghost in the Shell Arise - Border 2: Ghost Whispers,action animation sci-fi thriller action animation sci-fi thriller  
139915,How to Make Love Like an Englishman,comedy romance comedy romance  
139994,Fracchia contro Dracula,comedy horror comedy horror  
140016,Always Watching: A Marble Hornets Story,horror horror  
140038,Madly in Love,comedy comedy  
140110,The Intern,comedy comedy  
140133,Hollywood Chainsaw Hookers,comedy horror comedy horror  
140162,Love,drama romance drama romance  
140174,Room,drama drama moving touching 
140237,The Runner,drama drama  
140247,The Gift,drama horror drama horror  
140265,George Carlin: Jammin' in New York,comedy comedy  
140267,The Witch,horror horror  
140289,Men & Chicken,comedy drama comedy drama  
140301,The Escort,comedy romance comedy romance  
140359,Doctor Who: The Waters of Mars,adventure children sci-fi adventure children sci-fi  
140481,"Family Guy Presents: Something, Something, Something, Dark Side",animation comedy sci-fi animation comedy sci-fi  
140523,"Visit, The",comedy horror comedy horror  
140525,Secret in Their Eyes,crime drama mystery crime drama mystery  
140541,The Electric Hotel,animation comedy sci-fi animation comedy sci-fi  
140561,Jeff Ross Roasts Criminals: Live at Brazos County Jail,comedy documentary comedy documentary  
140627,Battle For Sevastopol,drama romance war drama romance war  
140711,American Ultra,action comedy sci-fi thriller action comedy sci-fi thriller  
140715,Straight Outta Compton,drama drama  
140725,Cop Car,crime thriller crime thriller  
140737,The Lost Room,action fantasy mystery action fantasy mystery  
140816,Tangerine,comedy drama comedy drama  
140850,Every Secret Thing,crime drama mystery thriller crime drama mystery thriller  
140852,964 Pinocchio,horror sci-fi horror sci-fi  
140928,Joy,comedy drama comedy drama  
140956,Ready Player One,action sci-fi thriller action sci-fi thriller  
141004,Victor Frankenstein,drama horror sci-fi drama horror sci-fi  
141131,Guardians,(no genres listed) (no genres listed)  
141400,Invincible Shaolin,action action  
141408,Scouts Guide to the Zombie Apocalypse,action comedy horror action comedy horror  
141422,Suffragette,drama drama  
141513,Fort Tilden,comedy comedy  
141544,Turbo Kid,action adventure sci-fi action adventure sci-fi  
141646,The Unauthorized Saved by the Bell Story,comedy drama comedy drama  
141668,War Room,drama drama  
141688,Legend,crime thriller crime thriller  
141718,Deathgasm,comedy horror comedy horror  
141749,The Danish Girl,drama drama  
141799,Cooties,comedy horror comedy horror  
141810,Autumn Marathon,comedy drama comedy drama  
141816,12 Chairs,adventure comedy adventure comedy  
141818,Ordinary Miracle,comedy drama fantasy romance comedy drama fantasy romance  
141820,Old Men: Robbers,comedy comedy  
141830,Unbelievable Adventures of Italians in Russia,adventure comedy adventure comedy  
141836,It Can't Be!,comedy comedy  
141844,12 Chairs,adventure comedy adventure comedy  
141846,Steve Jobs: The Man in the Machine,documentary documentary  
141866,Green Room,(no genres listed) (no genres listed)  
141890,Beasts of No Nation,drama war drama war moving 
141928,Bloodsucking Bastards,comedy horror comedy horror  
141994,Saving Christmas,children comedy children comedy  
142020,Oscar,comedy comedy  
142056,Iron Man & Hulk: Heroes United,action adventure animation action adventure animation  
142074,Knock Knock,crime horror thriller crime horror thriller  
142115,The Blue Planet,documentary documentary  
142196,Cornered!,comedy horror comedy horror  
142222,Demolition,drama drama  
142366,Cigarette Burns,horror thriller horror thriller  
142372,Our Brand Is Crisis,comedy drama comedy drama  
142420,High Rise,action drama sci-fi action drama sci-fi  
142422,The Night Before,comedy comedy  
142424,Into the Forest,drama sci-fi drama sci-fi  
142444,The Editor,comedy horror mystery comedy horror mystery  
142448,Everest,adventure drama thriller adventure drama thriller  
142456,The Brand New Testament,(no genres listed) (no genres listed)  
142488,Spotlight,thriller thriller  
142507,Pawn Sacrifice,drama drama  
142509,Hardcore Henry,action adventure sci-fi action adventure sci-fi  
142536,Burnt,drama drama  
142550,Ryuzo and the Seven Henchmen,action comedy action comedy  
142558,If I Were a Rich Man,comedy comedy  
142598,Last Shift,horror horror  
142602,"F*ck You, Goethe 2",comedy comedy  
142831,Garam Masala,comedy comedy  
142961,Life Eternal,comedy crime thriller comedy crime thriller  
142997,Hotel Transylvania 2,animation comedy animation comedy  
143001,Anti-Social,crime crime  
143031,Jump In!,comedy drama romance comedy drama romance  
143245,The Little Prince,animation fantasy animation fantasy  
143255,Narcopolis,mystery sci-fi thriller mystery sci-fi thriller  
143257,Ashby,comedy drama comedy drama  
143355,Wonder Woman,action adventure fantasy action adventure fantasy  
143365,The Circle,drama sci-fi thriller drama sci-fi thriller  
143367,Silence,drama thriller drama thriller contemplative philosophical thought-provoking tragic 
143385,Bridge of Spies,drama thriller drama thriller  
143410,Hyena Road,(no genres listed) (no genres listed)  
143458,The Great Hypnotist,drama mystery thriller drama mystery thriller  
143472,Into the Grizzly Maze,action horror thriller action horror thriller  
143511,Human,documentary documentary  
143525,Chasuke's Journey,comedy drama comedy drama  
143559,L.A. Slasher,comedy crime fantasy comedy crime fantasy  
143859,"Hail, Caesar!",comedy comedy  
143896,How To Change The World,documentary documentary  
143969,Er ist wieder da,comedy comedy  
144210,Just Eat It: A Food Waste Story,documentary documentary dumpster diving sustainability 
144222,Bros Before Hos,comedy comedy  
144262,Slow Learners,comedy romance comedy romance  
144352,Unforgiven,action crime drama action crime drama  
144478,"Sex, Drugs & Taxation",comedy drama comedy drama  
144522,Sky High,action horror thriller action horror thriller  
144606,Confessions of a Dangerous Mind,comedy crime drama romance thriller comedy crime drama romance thriller  
144620,Goosebumps,adventure comedy horror adventure comedy horror  
144714,The Perfect Guy,drama thriller drama thriller  
144716,Rock the Kasbah,comedy comedy  
144734,Freaks of Nature,comedy horror sci-fi comedy horror sci-fi  
144976,Bone Tomahawk,horror western horror western  
145080,Extraordinary Tales,animation horror mystery animation horror mystery  
145150,The Dressmaker,comedy drama thriller comedy drama thriller  
145283,Nowitzki: The Perfect Shot,documentary documentary  
145418,Trumbo,drama drama  
145491,Our Lips Are Sealed,children comedy drama children comedy drama  
145724,Idaho Transfer,sci-fi sci-fi  
145745,Witch Hunt,crime drama crime drama  
145839,Concussion,drama drama  
145935,"Peanuts Movie, The",adventure animation children comedy adventure animation children comedy  
145951,Bloodsport: The Dark Kumite,action thriller action thriller  
145994,Formula of Love,comedy comedy  
146024,A Man from Boulevard des Capucines,comedy romance western comedy romance western  
146028,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,crime mystery crime mystery  
146210,Blue Mountain State: The Rise of Thadland,comedy comedy  
146244,Dil To Pagal Hai,comedy drama romance comedy drama romance  
146309,The Boy and the Beast,action adventure animation action adventure animation  
146656,Creed,drama drama  
146662,Dragons: Gift of the Night Fury,adventure animation comedy adventure animation comedy  
146682,Twinsters,documentary documentary  
146684,Cosmic Scrat-tastrophe,animation children comedy animation children comedy  
146688,Solace,fantasy mystery thriller fantasy mystery thriller  
146730,Lost in the Sun,action drama thriller action drama thriller  
146986,Le Maître d'école,comedy comedy  
147002,Eros,drama romance drama romance  
147142,Those Happy Days,children comedy children comedy  
147196,The Girls,comedy romance comedy romance  
147250,The Adventures of Sherlock Holmes and Doctor Watson,(no genres listed) (no genres listed)  
147282,What Men Still Talk About,comedy comedy  
147286,The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra,crime mystery crime mystery  
147300,Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches,crime mystery crime mystery  
147326,The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers,crime mystery crime mystery  
147328,The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature,crime crime  
147330,Sherlock Holmes and Dr. Watson: Acquaintance,crime crime  
147372,Doctor Who: Last Christmas,adventure drama fantasy sci-fi adventure drama fantasy sci-fi  
147374,"Doctor Who: The Doctor, the Widow and the Wardrobe",adventure drama adventure drama  
147376,Doctor Who: A Christmas Carol,sci-fi sci-fi  
147378,Doctor Who: Planet of the Dead,adventure children drama sci-fi adventure children drama sci-fi  
147380,Doctor Who: The Next Doctor,adventure children drama sci-fi adventure children drama sci-fi  
147382,Doctor Who: Voyage Of The Damned,action sci-fi action sci-fi  
147384,Doctor Who: The Runaway Bride,sci-fi sci-fi  
147410,A Perfect Day,comedy drama comedy drama  
147657,Masked Avengers,action action  
147662,Return of the One-Armed Swordsman,action adventure action adventure  
147936,The Lord's Lantern in Budapest,comedy drama comedy drama  
148166,Hitchcock/Truffaut,documentary documentary  
148172,The 5th Wave,adventure sci-fi thriller adventure sci-fi thriller  
148238,A Very Murray Christmas,comedy comedy  
148424,Chi-Raq,comedy drama comedy drama  
148482,Truth,drama drama  
148592,Just Jim,comedy comedy  
148626,"Big Short, The",drama drama funny interesting witty 
148632,Applesauce,comedy comedy  
148652,The Ridiculous 6,comedy western comedy western  
148667,John Mulaney: The Comeback Kid,comedy comedy  
148671,Saw,crime horror crime horror  
148675,North Pole: Open For Christmas,children fantasy children fantasy  
148709,Mojave,thriller thriller  
148775,Wizards of Waverly Place: The Movie,adventure children comedy drama fantasy sci-fi adventure children comedy drama fantasy sci-fi  
148881,World of Tomorrow,animation comedy animation comedy existential surreal 
148888,Zoolander 2,comedy comedy  
148956,How to Be Single,comedy romance comedy romance  
148978,Blue Exorcist: The Movie,animation fantasy horror mystery animation fantasy horror mystery  
148982,Devil Dog: The Hound of Hell,horror horror  
149011,He Never Died,comedy drama horror comedy drama horror  
149144,Parasyte: Part 1,horror sci-fi horror sci-fi  
149146,Parasyte: Part 2,horror sci-fi horror sci-fi  
149330,A Cosmic Christmas,(no genres listed) (no genres listed)  
149334,Nocturnal Animals,drama thriller drama thriller  
149350,Lumberjack Man,comedy horror comedy horror  
149352,Daddy's Home,comedy comedy  
149354,Sisters,children comedy children comedy  
149380,'Tis the Season for Love,romance romance  
149406,Kung Fu Panda 3,action adventure animation action adventure animation  
149508,Spellbound,comedy romance comedy romance  
149566,Unicorn City,comedy romance comedy romance  
149590,Standoff,thriller thriller  
149612,Swelter,action drama thriller action drama thriller  
149830,Pride and Prejudice and Zombies,comedy horror romance thriller comedy horror romance thriller  
149902,Garm Wars: The Last Druid,action sci-fi thriller action sci-fi thriller  
150254,The Devil's Candy,horror horror  
150401,Close Range,action crime action crime  
150548,Sherlock: The Abominable Bride,action crime drama mystery thriller action crime drama mystery thriller  
150554,The Love Bug,adventure children comedy fantasy adventure children comedy fantasy  
150596,Doctor Who: The Husbands of River Song,comedy drama sci-fi comedy drama sci-fi  
150604,Moonwalkers,comedy comedy  
150696,Tomorrow,documentary documentary  
150993,Anacleto: Agente secreto,action comedy action comedy  
151311,Wiener-Dog,comedy comedy  
151315,Ride Along 2,action comedy action comedy  
151317,Maggie's Plan,comedy comedy  
151455,Eddie the Eagle,comedy comedy  
151479,The Flash 2 - Revenge of the Trickster,action fantasy sci-fi action fantasy sci-fi  
151501,Exposed,drama drama  
151557,Stonewall,drama drama  
151559,Frankenstein,horror thriller horror thriller  
151653,Welcome to Happiness,comedy drama fantasy comedy drama fantasy  
151687,Risen,children drama children drama  
151695,The Survivalist,drama sci-fi thriller drama sci-fi thriller  
151739,Dirty Grandpa,comedy comedy  
151745,Reptilicus,horror sci-fi horror sci-fi  
151759,Requiem for the American Dream,documentary documentary  
151763,Death Note Rewrite: Genshisuru Kami,mystery mystery  
151769,Three from Prostokvashino,animation animation  
151777,The Finest Hours,drama thriller drama thriller  
151781,Ghost in the Shell: Solid State Society,action animation crime sci-fi thriller action animation crime sci-fi thriller  
152037,Grease Live,(no genres listed) (no genres listed)  
152063,Gods of Egypt,adventure fantasy adventure fantasy  
152065,Embrace of the Serpent,adventure drama adventure drama  
152071,Race,drama drama  
152077,10 Cloverfield Lane,thriller thriller creepy suspense 
152079,London Has Fallen,action crime thriller action crime thriller  
152081,Zootopia,action adventure animation children comedy action adventure animation children comedy  
152083,Whiskey Tango Foxtrot,comedy war comedy war  
152085,Desierto,drama drama  
152091,The Brothers Grimsby,comedy comedy  
152105,Dad's Army,comedy comedy  
152173,Michael Jackson's Thriller,horror horror  
152270,The Wait,drama drama  
152284,War and Peace,drama romance drama romance  
152372,Southbound,horror horror  
152591,Ip Man 3,action action  
152658,Santa's Little Helper,children children  
152711,Who Killed Chea Vichea?,documentary documentary cambodia crime human rights murder procedural 
152970,Hunt for the Wilderpeople,adventure comedy adventure comedy  
153070,Rabbits,comedy drama fantasy comedy drama fantasy nightmare 
153236,Genius Party,animation animation  
153386,Long Live Ghosts!,children comedy fantasy children comedy fantasy  
153408,Tears for Sale,comedy drama fantasy comedy drama fantasy  
154065,Dad's Army,comedy comedy  
154358,The Barkley Marathons: The Race That Eats Its Young,documentary documentary  
154975,Merci Patron !,comedy documentary comedy documentary  
155064,The Neon Demon,drama horror mystery drama horror mystery  
155168,Fraktus,comedy comedy  
155288,Eye in the Sky,drama thriller war drama thriller war suspense thought-provoking 
155358,Camino,action adventure thriller action adventure thriller  
155509,Mr. Right,action comedy romance action comedy romance  
155589,Noin 7 veljestä,(no genres listed) (no genres listed)  
155659,Florence Foster Jenkins,comedy drama comedy drama  
155743,My Big Fat Greek Wedding 2,comedy comedy  
155774,Neon Bull,adventure adventure  
155812,Get a Job,comedy comedy  
155820,Keanu,comedy comedy  
155892,Me Him Her,comedy comedy  
156025,Ice Age: The Great Egg-Scapade,adventure animation children comedy adventure animation children comedy  
156371,Everybody Wants Some,comedy comedy 80's 
156387,Sing Street,drama drama  
156553,Zoom,animation comedy drama animation comedy drama  
156605,Paterson,(no genres listed) (no genres listed) quirky sweet understated 
156607,The Huntsman Winter's War,action adventure drama fantasy action adventure drama fantasy  
156609,Neighbors 2: Sorority Rising,comedy comedy  
156675,Project X,mystery sci-fi mystery sci-fi  
156706,The Trust,crime thriller crime thriller  
156726,Hush,thriller thriller  
156781,Jimmy Carr: Telling Jokes,comedy comedy  
156783,Jimmy Carr: Making People Laugh,comedy comedy  
157108,Texas - Doc Snyder hält die Welt in Atem,comedy western comedy western  
157110,00 Schneider - Jagd auf Nihil Baxter,comedy crime comedy crime  
157122,The Man Who Knew Infinity,drama drama  
157130,Despite the Falling Snow,drama romance thriller drama romance thriller  
157172,Wizards of the Lost Kingdom II,action fantasy action fantasy  
157200,Money Monster,drama thriller drama thriller  
157270,Barbershop: The Next Cut,comedy comedy  
157296,Finding Dory,adventure animation comedy adventure animation comedy  
157312,The Boss,comedy comedy  
157340,The Angry Birds Movie,animation comedy animation comedy  
157369,Bakuman,comedy drama comedy drama  
157407,I Am Wrath,action crime drama thriller action crime drama thriller  
157432,Precious Cargo,action crime action crime  
157699,Snowden,drama thriller drama thriller  
157775,Tenchi Muyô! In Love,animation comedy animation comedy  
157865,Ratchet & Clank,action adventure animation children comedy sci-fi action adventure animation children comedy sci-fi  
158022,Kicking Off,comedy comedy  
158027,SORI: Voice from the Heart,drama sci-fi drama sci-fi  
158035,Gintama: The Final Chapter - Be Forever Yorozuya,action animation comedy action animation comedy  
158238,The Nice Guys,crime mystery thriller crime mystery thriller  
158254,Kindergarten Cop 2,action comedy action comedy  
158388,Buck Rogers in the 25th Century,sci-fi sci-fi  
158398,World of Glory,comedy comedy  
158402,The Crew,action action  
158528,The Shallows,drama thriller drama thriller  
158721,Gen-X Cops,action comedy thriller action comedy thriller  
158783,The Handmaiden,drama romance thriller drama romance thriller  
158813,Alice Through the Looking Glass,adventure children fantasy adventure children fantasy  
158830,The BFG,children fantasy children fantasy  
158842,My Scientology Movie,documentary documentary  
158872,Sausage Party,animation comedy animation comedy crude humor mindfuck sarcasm satire vulgar 
158874,Karate Bullfighter,action drama action drama  
158882,All Yours,comedy drama romance comedy drama romance  
158956,Kill Command,action horror sci-fi action horror sci-fi  
158966,Captain Fantastic,drama drama building a family creative freedom good writing individualism viggo mortensen 
158972,Toni Erdmann,drama drama  
159061,The Wailing,mystery thriller mystery thriller  
159069,Comedy of the Strict Regime,comedy comedy  
159077,The Meddler,comedy drama comedy drama  
159093,Now You See Me 2,action comedy thriller action comedy thriller  
159161,Ali Wong: Baby Cobra,(no genres listed) (no genres listed)  
159193,Café Society,comedy drama romance comedy drama romance  
159403,Neo Tokyo,adventure animation fantasy horror sci-fi adventure animation fantasy horror sci-fi  
159415,Swiss Army Man,comedy drama romance comedy drama romance  
159441,The Do-Over,comedy comedy  
159510,Death Smiles on a Murderer,horror horror  
159690,Teenage Mutant Ninja Turtles: Out of the Shadows,action adventure comedy action adventure comedy  
159717,The Fundamentals of Caring,drama drama  
159755,Popstar: Never Stop Never Stopping,comedy comedy  
159779,A Midsummer Night's Dream,(no genres listed) (no genres listed)  
159811,The Bremen Town Musicians,animation drama fantasy animation drama fantasy  
159817,Planet Earth,documentary documentary  
159849,Bo Burnham: Make Happy,comedy comedy  
159858,The Conjuring 2,horror horror  
159976,Pelé: Birth of a Legend,drama drama  
160080,Ghostbusters,action comedy horror sci-fi action comedy horror sci-fi  
160271,Central Intelligence,action comedy action comedy  
160289,O.J.: Made in America,documentary documentary  
160341,Bloodmoon,action thriller action thriller  
160400,Genius,drama drama  
160422,The Wooden Horse,drama war drama war  
160438,Jason Bourne,action action  
160440,The Maid's Room,thriller thriller  
160527,Sympathy for the Underdog,action crime drama action crime drama  
160563,The Legend of Tarzan,action adventure action adventure  
160565,The Purge: Election Year,action horror sci-fi action horror sci-fi  
160567,Mike & Dave Need Wedding Dates,comedy comedy  
160569,Ice Age: Collision Course,adventure animation children comedy adventure animation children comedy  
160571,Lights Out,horror horror  
160573,Pete's Dragon,adventure children fantasy adventure children fantasy  
160644,Indignation,drama drama  
160646,Goat,drama drama  
160684,Marauders,action action  
160718,Piper,animation animation  
160730,The Adderall Diaries,action drama thriller action drama thriller  
160836,Hazard,action drama thriller action drama thriller  
160848,The Red Turtle,animation animation  
160872,Satanic,horror horror  
160954,Nerve,drama thriller drama thriller  
160978,Hellevator,horror sci-fi horror sci-fi  
160980,Sully,drama drama  
161008,The Forbidden Dance,(no genres listed) (no genres listed)  
161024,Jim Jefferies: Freedumb,comedy comedy  
161032,The Grandmother,action drama action drama  
161044,Webmaster,sci-fi sci-fi  
161127,The Infiltrator,crime drama crime drama  
161131,War Dogs,comedy comedy  
161290,Vigilante Diaries,action action  
161354,Batman: The Killing Joke,action animation crime drama action animation crime drama  
161580,Bad Moms,comedy comedy  
161582,Hell or High Water,crime drama crime drama  
161594,Kingsglaive: Final Fantasy XV,action adventure animation drama fantasy sci-fi action adventure animation drama fantasy sci-fi  
161634,Don't Breathe,thriller thriller intense 
161830,Body,drama horror thriller drama horror thriller  
161918,Sharknado 4: The 4th Awakens,action adventure horror sci-fi action adventure horror sci-fi  
161922,The Edge of Seventeen,comedy comedy  
161966,Elle,thriller thriller  
162082,Train to Busan,action thriller action thriller  
162344,Tom Segura: Mostly Stories,comedy comedy  
162350,The Magnificent Seven,action western action western  
162414,Moonlight,drama drama  
162478,Masterminds,action comedy crime action comedy crime  
162578,Kubo and the Two Strings,adventure animation children fantasy adventure animation children fantasy  
162590,Bridget Jones's Baby,comedy romance comedy romance  
162598,Deepwater Horizon,drama drama  
162600,Miss Peregrine's Home for Peculiar Children,fantasy fantasy  
162602,The Girl on the Train,thriller thriller  
162606,The Accountant,crime drama thriller crime drama thriller  
162828,Imperium,crime drama thriller crime drama thriller  
162968,Kizumonogatari Part 1: Tekketsu,action animation mystery action animation mystery  
162982,Steins;Gate the Movie: The Burden of Déjà vu,animation drama sci-fi animation drama sci-fi  
163056,Shin Godzilla,action adventure fantasy sci-fi action adventure fantasy sci-fi  
163072,Winnie Pooh,animation children animation children  
163112,Winnie the Pooh Goes Visiting,animation animation  
163134,Your Name.,animation drama fantasy romance animation drama fantasy romance  
163386,Winnie the Pooh and the Day of Concern,animation animation  
163527,Comedy Central Roast of David Hasselhoff,comedy comedy  
163639,DC Super Hero Girls: Hero of the Year,animation animation  
163645,Hacksaw Ridge,drama war drama war  
163653,David Cross: Making America Great Again,comedy comedy  
163809,Over the Garden Wall,adventure animation drama adventure animation drama  
163925,"Wings, Legs and Tails",animation comedy animation comedy  
163937,Blair Witch,horror thriller horror thriller  
163981,31,horror horror  
163985,ARQ,sci-fi thriller sci-fi thriller  
164179,Arrival,sci-fi sci-fi beautiful visuals cerebral cinematography good cinematography smart thought-provoking visually appealing 
164200,Storks,animation children comedy animation children comedy  
164226,Maximum Ride,action adventure comedy fantasy sci-fi thriller action adventure comedy fantasy sci-fi thriller  
164280,Endless Poetry,drama fantasy drama fantasy  
164367,The Girl with All the Gifts,drama horror sci-fi thriller drama horror sci-fi thriller  
164375,All Roads Lead to Rome,comedy comedy  
164540,Amanda Knox,documentary documentary  
164647,Dirty 30,comedy romance comedy romance  
164655,Gimme Danger,documentary documentary  
164707,Go Figure,children comedy drama children comedy drama  
164753,Anything for Love,romance romance  
164881,Night Guards,action sci-fi action sci-fi  
164909,La La Land,comedy drama romance comedy drama romance bittersweet visually appealing 
164917,13th,documentary documentary  
165075,London Town,drama drama  
165101,Inferno,mystery thriller mystery thriller  
165103,Keeping Up with the Joneses,comedy comedy  
165139,Wild Oats,comedy comedy  
165343,The Rocky Horror Picture Show: Let's Do the Time Warp Again,comedy horror sci-fi thriller comedy horror sci-fi thriller  
165347,Jack Reacher: Never Go Back,action crime drama mystery thriller action crime drama mystery thriller  
165483,Joe Rogan: Triggered,comedy comedy  
165489,Ethel & Ernest,(no genres listed) (no genres listed)  
165529,Flowers for Algernon,drama drama  
165549,Manchester by the Sea,drama drama  
165551,Lion,drama drama  
165635,The Thinning,thriller thriller  
165639,While You Were Fighting: A Thor Mockumentary,comedy fantasy sci-fi comedy fantasy sci-fi  
165645,Bad Santa 2,comedy comedy  
165671,Ice Guardians,documentary documentary  
165843,Risk,documentary documentary  
165947,The True Memoirs of an International Assassin,action comedy action comedy  
165959,Alesha Popovich and Tugarin the Dragon,animation comedy drama animation comedy drama  
165969,HyperNormalisation,documentary documentary  
166015,The African Doctor,comedy drama comedy drama  
166024,Whiplash,(no genres listed) (no genres listed)  
166183,Junior and Karlson,adventure animation children adventure animation children  
166203,Sapphire Blue,adventure children fantasy sci-fi adventure children fantasy sci-fi  
166291,A Silent Voice,animation drama romance animation drama romance  
166461,Moana,adventure animation children comedy fantasy adventure animation children comedy fantasy  
166492,Office Christmas Party,comedy comedy  
166526,The Space Between Us,adventure sci-fi adventure sci-fi  
166528,Rogue One: A Star Wars Story,action adventure fantasy sci-fi action adventure fantasy sci-fi  
166534,Split,drama horror thriller drama horror thriller  
166558,Underworld: Blood Wars,action horror action horror  
166568,Miss Sloane,thriller thriller  
166635,Passengers,adventure drama romance sci-fi adventure drama romance sci-fi  
166643,Hidden Figures,drama drama  
166705,Fences,drama drama  
166946,The Founder,drama drama  
167018,Why Him?,comedy comedy  
167036,Sing,animation children comedy animation children comedy  
167064,I Am Not Your Negro,documentary documentary  
167296,Iron Man,drama drama  
167370,Assassin's Creed,action adventure sci-fi action adventure sci-fi  
167380,A Dog's Purpose,comedy drama comedy drama  
167538,Microwave Massacre,horror horror  
167570,The OA,(no genres listed) (no genres listed)  
167634,Fist Fight,comedy comedy  
167706,Shakespeare Behind Bars,documentary documentary  
167732,A Street Cat Named Bob,comedy drama comedy drama  
167746,The Lego Batman Movie,action animation comedy action animation comedy funny heartwarming 
167772,The Spirit of Christmas,animation comedy animation comedy  
167790,The Good Boy,children comedy drama children comedy drama  
167854,"Dana Carvey: Straight White Male, 60",comedy comedy  
168026,Marvel One-Shot: Agent Carter,action adventure fantasy sci-fi action adventure fantasy sci-fi  
168090,Kizumonogatari II: Passionate Blood,animation fantasy mystery animation fantasy mystery  
168144,Joe Rogan: Live,comedy comedy  
168174,Jim Gaffigan: Cinco,comedy comedy  
168218,Kizumonogatari III: Cold Blood,animation fantasy mystery animation fantasy mystery  
168248,John Wick: Chapter Two,action crime thriller action crime thriller action dark hero gun tactics hitman keanu reeves organized crime secret society heroic bloodshed 
168250,Get Out,horror horror  
168252,Logan,action sci-fi action sci-fi dark emotional gritty heartbreaking predictible plot 
168254,Kong: Skull Island,action adventure fantasy action adventure fantasy  
168266,T2: Trainspotting,crime drama crime drama  
168326,The Big Sick,comedy romance comedy romance  
168350,100 Streets,drama drama  
168358,Saturn 3,sci-fi thriller sci-fi thriller  
168366,Beauty and the Beast,fantasy romance fantasy romance  
168418,The Boss Baby,animation children comedy animation children comedy  
168456,Mercury Plains,action adventure drama action adventure drama  
168492,Call Me by Your Name,drama romance drama romance  
168608,Mudbound,drama drama  
168612,Ghost in the Shell,action drama sci-fi action drama sci-fi  
168632,Bill Burr: Walk Your Way Out,comedy comedy  
168712,Fifty Shades Darker,drama romance drama romance  
168846,Neal Brennan: 3 Mics,comedy comedy  
169034,Lemonade,(no genres listed) (no genres listed)  
169180,American Fable,thriller thriller  
169670,The Void,horror horror  
169904,Guyver: Dark Hero,sci-fi sci-fi  
169912,Denis Leary: No Cure for Cancer,comedy comedy  
169958,Buster's Mal Heart,drama mystery drama mystery  
169982,Power Rangers,action adventure sci-fi action adventure sci-fi  
169984,Alien: Covenant,action horror sci-fi thriller action horror sci-fi thriller  
169992,Free Fire,action crime drama action crime drama  
170289,Species III,action horror sci-fi action horror sci-fi  
170297,Ultimate Avengers 2,action animation sci-fi action animation sci-fi  
170355,Mulholland Dr.,drama mystery romance drama mystery romance  
170357,Dave Chappelle: The Age of Spin,comedy comedy  
170399,CHiPS,action comedy drama action comedy drama  
170401,Table 19,comedy drama comedy drama  
170411,Dave Chappelle: Deep in the Heart of Texas,comedy comedy  
170551,The Quiet Family,comedy comedy  
170597,A Plasticine Crow,animation animation  
170697,Gifted,drama drama  
170705,Band of Brothers,action drama war action drama war  
170777,There Once Was a Dog,animation children comedy animation children comedy  
170813,Baywatch,action comedy action comedy  
170817,Snatched,action comedy action comedy  
170827,The Mummy,action adventure fantasy horror thriller action adventure fantasy horror thriller  
170837,Life-Size,children comedy fantasy children comedy fantasy  
170875,The Fate of the Furious,action crime drama thriller action crime drama thriller  
170897,Sandy Wexler,comedy comedy  
170907,Betting on Zero,documentary documentary  
170937,Win It All,comedy comedy  
170939,Captain Underpants: The First Epic Movie,action animation children comedy action animation children comedy  
170945,It Comes at Night,horror mystery thriller horror mystery thriller paranoia suspenseful 
170957,Cars 3,adventure animation comedy adventure animation comedy  
170993,Mini's First Time,comedy crime drama comedy crime drama  
171011,Planet Earth II,documentary documentary  
171023,The Hero,drama drama  
